Threads,Peak Performance (Mega Loops Per Second),Average Performance (Mega Loops Per Second)
1,388.558298,388.300403
Index,Sum
7671,-51306.425781
7672,-38852.355469
7673,-38027.050781
7674,-39352.488281
7675,-26862.019531
7676,-37878.523438
7677,-34762.187500
7678,-24983.191406
7679,-25592.964844
7680,-40692.664062
7681,-32797.347656
7682,-36312.859375
7683,-20624.343750
7684,-29408.738281
7685,-30489.902344
7686,-34484.128906
7687,-28618.478516
7688,-15356.143555
7689,-19671.435547
7690,-24271.052734
7691,-27950.886719
7692,-29187.095703
7693,-17845.273438
7694,-19783.697266
7695,-18496.402344
7696,-8579.362305
7697,-14199.115234
7698,-4575.489258
7699,-10726.227539
7700,-14275.545898
7701,-5042.511230
7702,-18447.111328
7703,-11237.856445
7704,-7683.288574
7705,-9794.922852
7706,-643.061401
7707,-10864.185547
7708,-1087.381470
7709,2695.200439
7710,1203.657104
7711,-2372.254150
7712,7727.720215
7713,7419.933594
7714,-3262.798096
7715,5223.165039
7716,5538.350098
7717,9680.484375
7718,1087.223633
7719,12854.849609
7720,8794.419922
7721,4008.187256
7722,22001.181641
7723,18175.332031
7724,12095.538086
7725,20081.328125
7726,27200.326172
7727,20046.191406
7728,30169.378906
7729,24865.068359
7730,23774.158203
7731,25556.593750
7732,33793.570312
7733,24881.462891
7734,32730.785156
7735,31168.425781
7736,23707.753906
7737,26561.427734
7738,36194.082031
7739,36818.964844
7740,36440.609375
7741,40543.976562
7742,32625.689453
7743,45341.722656
7744,39484.335938
7745,31357.406250
7746,40136.187500
7747,34932.179688
7748,37537.917969
7749,45881.699219
7750,45751.921875
7751,37372.125000
7752,28923.609375
7753,48655.484375
7754,46304.789062
7755,39888.878906
7756,43575.523438
7757,45190.375000
7758,56656.093750
7759,34440.828125
7760,37921.652344
7761,35532.339844
7762,41925.605469
7763,44829.324219
7764,51969.242188
7765,47045.460938
7766,43151.269531
7767,40606.359375
7768,42154.871094
7769,45260.156250
7770,44420.300781
7771,33377.222656
7772,51623.203125
7773,35563.042969
7774,38429.085938
7775,33467.148438
7776,40519.476562
7777,42539.625000
7778,48357.027344
7779,55804.777344
7780,46503.609375
7781,36687.765625
7782,46162.886719
7783,32788.710938
7784,32713.900391
7785,35150.019531
7786,28928.132812
7787,41591.406250
7788,38508.554688
7789,25921.867188
7790,40990.992188
7791,35038.648438
7792,31720.349609
7793,34350.445312
7794,34376.429688
7795,30322.466797
7796,27009.236328
7797,15786.471680
7798,22310.074219
7799,24065.640625
7800,23823.351562
7801,17815.904297
7802,16899.421875
7803,28902.884766
7804,23340.832031
7805,19644.593750
7806,23270.525391
7807,20198.007812
7808,11205.729492
7809,13786.811523
7810,4341.805664
7811,10696.040039
7812,14597.064453
7813,-627.140991
7814,4176.107422
7815,4357.902344
7816,4963.936523
7817,1638.453735
7818,-5.256577
7819,-2801.231445
7820,7293.606445
7821,-2161.704590
7822,5561.352539
7823,-8152.037598
7824,-7153.985840
7825,-9115.088867
7826,-9107.967773
7827,-11639.914062
7828,-5310.194824
7829,-7451.923828
7830,-14348.765625
7831,-8351.587891
7832,-14437.860352
7833,-23829.156250
7834,-23138.302734
7835,-18642.062500
7836,-20921.988281
7837,-24498.732422
7838,-34288.687500
7839,-26711.658203
7840,-31430.277344
7841,-21674.503906
7842,-32885.558594
7843,-38146.703125
7844,-30102.802734
7845,-44035.304688
7846,-40006.863281
7847,-24370.113281
7848,-39128.187500
7849,-28897.359375
7850,-43870.082031
7851,-39001.367188
7852,-37964.406250
7853,-33329.671875
7854,-56304.011719
7855,-37836.820312
7856,-32563.593750
7857,-40132.078125
7858,-49229.558594
7859,-53716.753906
7860,-48452.687500
7861,-37579.550781
7862,-45945.488281
7863,-47968.179688
7864,-53673.582031
7865,-43361.703125
7866,-36244.339844
7867,-45020.441406
7868,-45565.656250
7869,-38951.421875
7870,-44010.843750
7871,-47790.718750
7872,-52280.453125
7873,-42428.953125
7874,-35114.589844
7875,-48955.890625
7876,-33912.464844
7877,-43110.210938
7878,-47921.109375
7879,-52025.234375
7880,-54321.089844
7881,-38541.359375
7882,-47009.515625
7883,-44260.164062
7884,-44629.625000
7885,-39439.207031
7886,-48167.398438
7887,-46319.191406
7888,-43160.695312
7889,-47828.050781
7890,-37814.507812
7891,-45052.894531
7892,-34951.359375
7893,-34730.074219
7894,-42811.671875
7895,-30993.650391
7896,-41910.082031
7897,-33022.917969
7898,-31817.054688
7899,-39507.593750
7900,-34113.691406
7901,-25479.705078
7902,-23470.871094
7903,-36667.757812
7904,-27852.279297
7905,-27750.847656
7906,-14791.940430
7907,-12776.884766
7908,-22845.101562
7909,-22394.542969
7910,-28386.927734
7911,-22579.492188
7912,-14110.612305
7913,-10213.347656
7914,-20089.175781
7915,-16046.184570
7916,-16068.169922
7917,-7849.540527
7918,-12573.736328
7919,-15781.160156
7920,135.205780
7921,-5628.105469
7922,3800.586182
7923,3039.650879
7924,7412.321289
7925,-1283.514648
7926,3056.149414
7927,7393.979004
7928,12914.351562
7929,6022.122070
7930,4323.023438
7931,11606.788086
7932,-2961.061523
7933,4522.884277
7934,9358.344727
7935,5543.804199
7936,16338.223633
7937,15362.991211
7938,11659.548828
7939,11603.746094
7940,24608.556641
7941,25625.523438
7942,27724.320312
7943,17785.562500
7944,19643.699219
7945,29178.582031
7946,37858.593750
7947,29589.214844
7948,26836.882812
7949,29155.697266
7950,17906.904297
7951,36955.828125
7952,14629.539062
7953,27048.035156
7954,39031.144531
7955,32609.509766
7956,42095.128906
7957,37170.265625
7958,28261.269531
7959,47754.730469
7960,32922.835938
7961,36514.164062
7962,40836.945312
7963,36301.867188
7964,35351.964844
7965,49762.027344
7966,43730.925781
7967,34256.308594
7968,27983.591797
7969,42206.644531
7970,49653.761719
7971,54423.937500
7972,44063.167969
7973,43450.613281
7974,50816.500000
7975,46003.207031
7976,55088.636719
7977,47196.503906
7978,36382.730469
7979,36064.734375
7980,43189.144531
7981,54858.773438
7982,38582.281250
7983,43716.777344
7984,54384.753906
7985,43664.785156
7986,46142.964844
7987,36511.082031
7988,40829.679688
7989,38388.750000
7990,39534.460938
7991,59861.453125
7992,39104.503906
7993,44445.195312
7994,42965.410156
7995,37946.414062
7996,33491.980469
7997,37395.929688
7998,34421.531250
7999,39562.429688
8000,30356.263672
8001,34943.128906
8002,25881.474609
8003,43883.519531
8004,28171.988281
8005,30879.515625
8006,27989.748047
8007,25313.115234
8008,24811.884766
8009,35257.000000
8010,22721.072266
8011,26142.912109
8012,16580.966797
8013,19921.777344
8014,27778.941406
8015,20904.222656
8016,20149.431641
8017,28169.255859
8018,24344.121094
8019,15298.395508
8020,15386.056641
8021,12100.258789
8022,22063.611328
8023,13983.412109
8024,7299.548340
8025,8635.177734
8026,6502.931641
8027,14254.612305
8028,5480.353027
8029,8119.263672
8030,7751.795410
8031,1531.593140
8032,1057.754639
8033,-6183.565918
8034,-1489.552002
8035,-1668.295410
8036,-9979.110352
8037,-11959.862305
8038,-2287.368164
8039,-2287.444336
8040,-24300.291016
8041,-3276.202148
8042,-19374.878906
8043,-8650.956055
8044,-3964.765381
8045,-14396.320312
8046,-13734.438477
8047,-14698.754883
8048,-22802.498047
8049,-26713.142578
8050,-19692.689453
8051,-27063.187500
8052,-22997.869141
8053,-22706.388672
8054,-11173.988281
8055,-20056.654297
8056,-30785.359375
8057,-31560.363281
8058,-33865.777344
8059,-28848.146484
8060,-32342.333984
8061,-22457.986328
8062,-30346.312500
8063,-23876.035156
8064,-27261.556641
8065,-41029.085938
8066,-34527.667969
8067,-42938.105469
8068,-36380.820312
8069,-39621.605469
8070,-51859.398438
8071,-32500.888672
8072,-45497.738281
8073,-45383.539062
8074,-34046.828125
8075,-37529.304688
8076,-26299.544922
8077,-40396.523438
8078,-40651.253906
8079,-37641.328125
8080,-56947.632812
8081,-46825.585938
8082,-55617.464844
8083,-56154.339844
8084,-49544.164062
8085,-43759.015625
8086,-41648.769531
8087,-53080.968750
8088,-46041.628906
8089,-36550.843750
8090,-45622.777344
8091,-38207.328125
8092,-41587.292969
8093,-42944.441406
8094,-39803.285156
8095,-43944.234375
8096,-41609.503906
8097,-39501.339844
8098,-32389.328125
8099,-49608.746094
8100,-41178.480469
8101,-32780.511719
8102,-36621.230469
8103,-43738.976562
8104,-35792.636719
8105,-40236.773438
8106,-37784.242188
8107,-44893.867188
8108,-37703.832031
8109,-42339.101562
8110,-47008.402344
8111,-37970.292969
8112,-43102.343750
8113,-27578.958984
8114,-37064.710938
8115,-24014.861328
8116,-28480.982422
8117,-38867.308594
8118,-17569.011719
8119,-33841.347656
8120,-25206.134766
8121,-23813.783203
8122,-21038.679688
8123,-24754.687500
8124,-7675.809082
8125,-25485.007812
8126,-19334.330078
8127,-35066.476562
8128,-12197.163086
8129,-13111.993164
8130,-11559.662109
8131,-24776.050781
8132,-9159.939453
8133,-10281.808594
8134,-5637.154297
8135,-14847.409180
8136,1341.843506
8137,-9361.805664
8138,-4740.506836
8139,2995.552979
8140,-3969.689941
8141,4355.492676
8142,5739.395508
8143,3235.958008
8144,6162.703613
8145,15427.543945
8146,3373.817871
8147,13031.747070
8148,11435.853516
8149,14820.876953
8150,10004.935547
8151,10749.736328
8152,6844.466797
8153,18193.638672
8154,19002.634766
8155,15602.041992
8156,4658.042969
8157,17539.630859
8158,18229.910156
8159,19234.523438
8160,16254.422852
8161,24768.250000
8162,22430.759766
8163,19300.314453
8164,33683.000000
8165,30661.082031
8166,44575.925781
8167,34210.117188
8168,31359.253906
8169,30674.652344
8170,34973.417969
8171,40487.433594
8172,35402.601562
8173,40820.148438
8174,46011.746094
8175,28524.892578
8176,48058.218750
8177,33645.332031
8178,39169.839844
8179,50323.175781
8180,42262.367188
8181,33312.964844
8182,41394.531250
8183,50874.500000
8184,51387.039062
8185,46063.738281
8186,41161.023438
8187,34705.792969
8188,48024.144531
8189,52602.519531
8190,48485.789062
8191,49470.207031
8192,50258.820312
8193,39064.218750
8194,42800.988281
8195,55822.734375
8196,49639.195312
8197,41706.476562
8198,40286.339844
8199,51523.492188
8200,43712.464844
8201,47064.433594
8202,47193.496094
8203,48316.792969
8204,34766.246094
8205,50763.765625
8206,39809.531250
8207,40187.980469
8208,32743.398438
8209,45026.722656
8210,40082.855469
8211,38168.949219
8212,45726.773438
8213,41959.312500
8214,34710.527344
8215,32963.957031
8216,33359.097656
8217,37319.453125
8218,49957.570312
8219,36620.347656
8220,37308.781250
8221,39425.460938
8222,34031.730469
8223,30348.039062
8224,34461.574219
8225,30863.716797
8226,29166.439453
8227,30503.251953
8228,24136.486328
8229,16274.018555
8230,28929.166016
8231,15176.376953
8232,19866.779297
8233,15255.398438
8234,16500.509766
8235,20255.339844
8236,26387.236328
8237,13502.025391
8238,3438.192139
8239,6390.276855
8240,21022.103516
8241,8382.245117
8242,9588.682617
8243,57.728703
8244,14179.483398
8245,-495.762512
8246,10941.326172
8247,4582.416016
8248,1189.457153
8249,-4856.234375
8250,-7590.325684
8251,26.936796
8252,-2189.324463
8253,-15634.362305
8254,-9873.233398
8255,-15547.018555
8256,-8889.531250
8257,5630.658203
8258,-5273.145020
8259,-13350.130859
8260,-19821.542969
8261,-23296.837891
8262,-15937.271484
8263,-20184.800781
8264,-20494.542969
8265,-14755.747070
8266,-19396.943359
8267,-11233.370117
8268,-19876.031250
8269,-32982.878906
8270,-19465.644531
8271,-21123.314453
8272,-29379.277344
8273,-26134.251953
8274,-35956.511719
8275,-35692.683594
8276,-28188.013672
8277,-36812.066406
8278,-38362.730469
8279,-44097.324219
8280,-39031.300781
8281,-31899.386719
8282,-34490.062500
8283,-38096.292969
8284,-36542.312500
8285,-42677.796875
8286,-46278.644531
8287,-43484.152344
8288,-34456.468750
8289,-40501.425781
8290,-36669.578125
8291,-48340.300781
8292,-41987.070312
8293,-45451.488281
8294,-40272.878906
8295,-34602.144531
8296,-40324.828125
8297,-48314.609375
8298,-46526.546875
8299,-37979.261719
8300,-51183.085938
8301,-41776.863281
8302,-58133.761719
8303,-39528.539062
8304,-44464.984375
8305,-36855.597656
8306,-49131.914062
8307,-53344.101562
8308,-47852.273438
8309,-44628.792969
8310,-48201.335938
8311,-33518.144531
8312,-46814.640625
8313,-40577.332031
8314,-42154.992188
8315,-43080.894531
8316,-44301.515625
8317,-36628.250000
8318,-40592.769531
8319,-49176.570312
8320,-48070.726562
8321,-38364.871094
8322,-43536.816406
8323,-38126.390625
8324,-41836.878906
8325,-28812.880859
8326,-39354.144531
8327,-37928.414062
8328,-45430.503906
8329,-33335.839844
8330,-37116.031250
8331,-37907.242188
8332,-29075.546875
8333,-30562.412109
8334,-30752.455078
8335,-15048.518555
8336,-29220.091797
8337,-32288.425781
8338,-25040.896484
8339,-23578.326172
8340,-26949.699219
8341,-17815.722656
8342,-17293.927734
8343,-23256.503906
8344,-15122.901367
8345,-22019.671875
8346,-13814.399414
8347,-9767.863281
8348,-7295.604980
8349,-9821.252930
8350,-1931.628296
8351,-9830.568359
8352,-1644.965454
8353,-10913.868164
8354,-14649.519531
8355,10692.614258
8356,-6695.042480
8357,8511.173828
8358,5900.896484
8359,9460.362305
8360,8385.802734
8361,6275.387695
8362,1360.008911
8363,11555.178711
8364,2149.084717
8365,15475.479492
8366,11747.077148
8367,7819.017578
8368,21625.697266
8369,5092.564941
8370,10855.504883
8371,11337.828125
8372,16114.434570
8373,21281.638672
8374,31882.525391
8375,26050.296875
8376,12946.969727
8377,25479.736328
8378,15909.590820
8379,26397.453125
8380,26494.285156
8381,21796.564453
8382,28136.730469
8383,27498.087891
8384,37491.816406
8385,33560.347656
8386,32891.281250
8387,32116.535156
8388,28492.513672
8389,35623.257812
8390,35675.644531
8391,39525.464844
8392,32126.775391
8393,42442.500000
8394,30769.091797
8395,40718.941406
8396,37395.824219
8397,41677.839844
8398,38707.300781
8399,41144.824219
8400,44630.031250
8401,50474.230469
8402,52191.570312
8403,44833.531250
8404,53620.988281
8405,34243.484375
8406,36340.417969
8407,48924.207031
8408,37668.230469
8409,51506.386719
8410,38407.894531
8411,36216.343750
8412,46061.277344
8413,45126.023438
8414,53666.527344
8415,43589.050781
8416,37141.992188
8417,42830.851562
8418,50065.140625
8419,42901.691406
8420,37399.996094
8421,38888.250000
8422,39816.535156
8423,45082.089844
8424,45790.531250
8425,31905.285156
8426,39399.941406
8427,48796.253906
8428,40428.382812
8429,39613.937500
8430,41841.601562
8431,37993.128906
8432,34195.824219
8433,38213.789062
8434,42678.808594
8435,37033.542969
8436,37066.859375
8437,41381.710938
8438,30825.501953
8439,28051.898438
8440,32947.894531
8441,30248.675781
8442,30517.660156
8443,23954.812500
8444,28635.886719
8445,24247.900391
8446,31689.773438
8447,26651.429688
8448,18019.736328
8449,22513.396484
8450,31717.630859
8451,3645.349609
8452,22067.480469
8453,19174.763672
8454,17854.441406
8455,9471.550781
8456,13766.256836
8457,11949.465820
8458,22898.074219
8459,7440.744141
8460,8948.338867
8461,7824.337891
8462,715.637573
8463,553.324280
8464,-1095.541016
8465,-6981.666992
8466,3391.908936
8467,-8357.646484
8468,-10602.280273
8469,1338.403320
8470,-10967.992188
8471,-4992.094727
8472,-6078.289062
8473,-23777.367188
8474,-15724.192383
8475,-29495.060547
8476,-12543.399414
8477,-17979.275391
8478,-22080.650391
8479,-19498.449219
8480,-23199.755859
8481,-19316.306641
8482,-15558.097656
8483,-21058.919922
8484,-29537.765625
8485,-13403.978516
8486,-19961.718750
8487,-29377.132812
8488,-23197.640625
8489,-29418.660156
8490,-28535.261719
8491,-30080.130859
8492,-46773.953125
8493,-35336.867188
8494,-34638.671875
8495,-28721.707031
8496,-25344.853516
8497,-33795.945312
8498,-42501.753906
8499,-48542.457031
8500,-39412.542969
8501,-47299.726562
8502,-33946.792969
8503,-34594.281250
8504,-39176.531250
8505,-39637.644531
8506,-44193.855469
8507,-40607.320312
8508,-43806.601562
8509,-37417.882812
8510,-49355.003906
8511,-36124.617188
8512,-50458.699219
8513,-36854.332031
8514,-49587.152344
8515,-53920.132812
8516,-43190.691406
8517,-43807.757812
8518,-42029.207031
8519,-47527.910156
8520,-44694.871094
8521,-56529.203125
8522,-44935.777344
8523,-49177.156250
8524,-38090.734375
8525,-44194.742188
8526,-49680.398438
8527,-36446.117188
8528,-44097.843750
8529,-49220.335938
8530,-33858.562500
8531,-43789.117188
8532,-36343.492188
8533,-51359.683594
8534,-37211.796875
8535,-37828.464844
8536,-35966.570312
8537,-30067.253906
8538,-43860.074219
8539,-43091.691406
8540,-42827.042969
8541,-50985.933594
8542,-40938.906250
8543,-28601.751953
8544,-28218.054688
8545,-40085.707031
8546,-20197.568359
8547,-30058.025391
8548,-25948.304688
8549,-19041.476562
8550,-35060.347656
8551,-27498.564453
8552,-30271.234375
8553,-23561.837891
8554,-21692.509766
8555,-6430.660645
8556,-25822.806641
8557,-25846.685547
8558,-17446.171875
8559,-15604.578125
8560,-18773.837891
8561,-8543.009766
8562,-22237.857422
8563,-20765.083984
8564,-11214.708984
8565,-11917.643555
8566,-14120.145508
8567,4907.922852
8568,-1442.282715
8569,-7631.849121
8570,-1041.856201
8571,-1812.602051
8572,-1099.532104
8573,11282.528320
8574,-94.931458
8575,-2793.359863
8576,14845.443359
8577,13083.014648
8578,5159.090820
8579,7825.629395
8580,16659.123047
8581,13450.681641
8582,6376.209961
8583,19780.300781
8584,8567.045898
8585,22603.267578
8586,29574.845703
8587,18854.312500
8588,14992.556641
8589,15843.583008
8590,21066.566406
8591,26786.357422
8592,34878.906250
8593,19821.873047
8594,19233.500000
8595,20208.507812
8596,38126.601562
8597,22625.800781
8598,33289.414062
8599,28598.218750
8600,34303.722656
8601,32049.964844
8602,36977.921875
8603,37436.910156
8604,27750.746094
8605,36778.171875
8606,38660.472656
8607,20831.152344
8608,32164.197266
8609,36672.367188
8610,29241.761719
8611,42009.710938
8612,46988.597656
8613,33938.792969
8614,39870.496094
8615,47100.960938
8616,48637.277344
8617,48767.367188
8618,51815.277344
8619,38315.613281
8620,60199.171875
8621,37268.125000
8622,45381.265625
8623,50233.265625
8624,43280.460938
8625,45461.457031
8626,44288.992188
8627,39621.042969
8628,46976.285156
8629,46273.882812
8630,52714.101562
8631,47664.652344
8632,47366.878906
8633,47254.554688
8634,46280.363281
8635,40021.222656
8636,44794.500000
8637,47682.457031
8638,51243.246094
8639,36626.804688
8640,45291.406250
8641,25696.353516
8642,39276.371094
8643,38177.609375
8644,29979.701172
8645,39601.777344
8646,35817.816406
8647,45282.574219
8648,36085.957031
8649,42934.218750
8650,45040.011719
8651,37723.562500
8652,31111.388672
8653,51704.492188
8654,32513.636719
8655,40378.320312
8656,19978.863281
8657,16985.019531
8658,30235.714844
8659,23588.496094
8660,28674.242188
8661,35654.554688
8662,22108.263672
8663,22247.974609
8664,15659.798828
8665,33292.816406
8666,10479.873047
8667,24766.412109
8668,21589.751953
8669,13597.279297
8670,12071.190430
8671,10653.674805
8672,11192.324219
8673,17446.349609
8674,5912.161621
8675,-8212.268555
8676,5826.554688
8677,11542.291016
8678,4709.823242
8679,-410.031158
8680,4713.000488
8681,1531.886597
8682,441.099426
8683,-4121.059082
8684,-1143.996460
8685,6774.605469
8686,-16658.777344
8687,-3928.779297
8688,-14468.205078
8689,-24389.980469
8690,-12927.529297
8691,-12206.048828
8692,-14894.114258
8693,-25698.449219
8694,-5088.543945
8695,-24068.500000
8696,-15066.032227
8697,-16586.060547
8698,-21766.164062
8699,-26896.962891
8700,-30840.451172
8701,-33086.582031
8702,-40647.914062
8703,-22693.757812
8704,-29902.875000
8705,-23356.677734
8706,-27697.925781
8707,-25454.382812
8708,-39322.000000
8709,-39084.855469
8710,-23313.542969
8711,-27368.625000
8712,-42729.457031
8713,-36639.351562
8714,-30706.933594
8715,-44288.812500
8716,-40537.003906
8717,-31940.298828
8718,-38133.984375
8719,-37469.148438
8720,-44535.031250
8721,-35420.511719
8722,-46929.613281
8723,-52286.558594
8724,-40096.296875
8725,-34426.628906
8726,-43959.886719
8727,-31516.925781
8728,-37329.781250
8729,-50969.355469
8730,-40574.707031
8731,-46479.718750
8732,-52302.464844
8733,-42123.312500
8734,-46685.191406
8735,-48420.601562
8736,-43752.113281
8737,-45774.648438
8738,-46641.191406
8739,-50759.410156
8740,-39031.425781
8741,-43971.593750
8742,-37538.683594
8743,-44104.617188
8744,-43917.878906
8745,-35480.554688
8746,-49554.449219
8747,-49036.062500
8748,-35193.058594
8749,-42373.093750
8750,-53284.257812
8751,-41248.039062
8752,-47360.761719
8753,-40920.531250
8754,-31166.904297
8755,-38584.429688
8756,-44798.894531
8757,-34326.839844
8758,-26729.720703
8759,-24052.013672
8760,-31858.650391
8761,-32151.105469
8762,-41460.210938
8763,-35251.683594
8764,-22580.355469
8765,-37415.824219
8766,-30695.597656
8767,-16968.908203
8768,-25962.570312
8769,-22293.929688
8770,-24590.771484
8771,-34995.320312
8772,-22945.810547
8773,-18165.199219
8774,-19263.724609
8775,-14014.764648
8776,-20653.486328
8777,-10791.399414
8778,-18024.533203
8779,-16053.381836
8780,-7480.480469
8781,-14598.575195
8782,-9038.822266
8783,-11789.419922
8784,-790.560059
8785,-2934.350830
8786,-6808.737305
8787,-4614.640137
8788,-3684.704590
8789,4822.107910
8790,7971.360840
8791,21716.203125
8792,8841.046875
8793,-759.474243
8794,2422.428467
8795,5145.406738
8796,2774.586182
8797,20847.343750
8798,11012.830078
8799,14943.068359
8800,16240.871094
8801,22390.691406
8802,9170.216797
8803,18056.980469
8804,20030.736328
8805,23183.361328
8806,26933.982422
8807,23741.130859
8808,28533.982422
8809,20869.509766
8810,33667.230469
8811,25461.357422
8812,25423.363281
8813,14861.768555
8814,35698.625000
8815,26037.656250
8816,32316.822266
8817,32572.955078
8818,31177.335938
8819,33339.500000
8820,28617.492188
8821,29784.451172
8822,37819.937500
8823,32868.406250
8824,36300.839844
8825,37824.238281
8826,32308.357422
8827,44649.503906
8828,47825.054688
8829,48375.339844
8830,31273.978516
8831,48629.652344
8832,43716.015625
8833,47791.191406
8834,41477.281250
8835,53228.042969
8836,35179.812500
8837,58040.167969
8838,36003.652344
8839,45448.449219
8840,46748.597656
8841,47900.257812
8842,43819.597656
8843,52610.500000
8844,39553.476562
8845,54646.679688
8846,45611.289062
8847,41129.074219
8848,37317.230469
8849,45924.457031
8850,37730.675781
8851,56524.097656
8852,48081.289062
8853,42020.414062
8854,43348.359375
8855,46414.164062
8856,45949.160156
8857,28657.916016
8858,36899.421875
8859,40519.824219
8860,33216.980469
8861,39558.789062
8862,43321.964844
8863,38934.828125
8864,40992.082031
8865,25129.570312
8866,32842.230469
8867,34508.734375
8868,43974.433594
8869,26581.968750
8870,24946.691406
8871,25338.347656
8872,34598.984375
8873,29443.496094
8874,22957.873047
8875,23871.626953
8876,25005.230469
8877,33385.773438
8878,17830.068359
8879,22167.623047
8880,25138.814453
8881,18447.861328
8882,26341.853516
8883,12513.601562
8884,15589.349609
8885,24900.695312
8886,18240.779297
8887,20921.025391
8888,681.377380
8889,12037.038086
8890,-8603.186523
8891,10988.611328
8892,4620.915039
8893,10576.739258
8894,7393.077148
8895,3877.611572
8896,-584.029785
8897,4267.846191
8898,-1695.505493
8899,-3408.293701
8900,-6081.369141
8901,-12685.742188
8902,1467.196533
8903,-6066.492676
8904,-15732.310547
8905,-5115.724609
8906,-11290.816406
8907,-19173.833984
8908,-26598.919922
8909,-18202.443359
8910,-14870.685547
8911,-27095.519531
8912,-22837.033203
8913,-16208.149414
8914,-19094.808594
8915,-24434.902344
8916,-29615.871094
8917,-30368.037109
8918,-29854.869141
8919,-17313.013672
8920,-31352.242188
8921,-19500.230469
8922,-34246.558594
8923,-18121.410156
8924,-32888.988281
8925,-31845.949219
8926,-27655.597656
8927,-42122.597656
8928,-34709.535156
8929,-37608.597656
8930,-33705.246094
8931,-47539.191406
8932,-27359.847656
8933,-54748.925781
8934,-30043.640625
8935,-33813.257812
8936,-30381.560547
8937,-35795.488281
8938,-25608.505859
8939,-28051.384766
8940,-42279.816406
8941,-41198.835938
8942,-44432.523438
8943,-51362.070312
8944,-37632.101562
8945,-38500.542969
8946,-29329.267578
8947,-42336.769531
8948,-42428.890625
8949,-34434.035156
8950,-28840.322266
8951,-48119.359375
8952,-45887.132812
8953,-47180.035156
8954,-48395.367188
8955,-38199.339844
8956,-46772.382812
8957,-45188.039062
8958,-44759.316406
8959,-39231.226562
8960,-45737.003906
8961,-36544.593750
8962,-52339.503906
8963,-47112.507812
8964,-30302.023438
8965,-36955.898438
8966,-48341.476562
8967,-43241.320312
8968,-42620.183594
8969,-38766.585938
8970,-51178.675781
8971,-41371.535156
8972,-28334.291016
8973,-35665.480469
8974,-33896.691406
8975,-26820.580078
8976,-33106.023438
8977,-34791.503906
8978,-26045.435547
8979,-44261.625000
8980,-39698.296875
8981,-35565.148438
8982,-33138.992188
8983,-21162.113281
8984,-31423.542969
8985,-29621.023438
8986,-23888.085938
8987,-24525.605469
8988,-34314.882812
8989,-20276.046875
8990,-16654.994141
8991,-9816.742188
8992,-28417.261719
8993,-7647.462891
8994,-21541.962891
8995,-17153.605469
8996,3909.415283
8997,-6440.275391
8998,-6705.808105
8999,-4915.924316
9000,-1978.242310
9001,-1744.708740
9002,2027.215576
9003,-2113.902344
9004,-10368.792969
9005,7185.870117
9006,1598.583008
9007,2698.555664
9008,5507.081055
9009,-1931.303589
9010,4009.380127
9011,10017.458984
9012,7319.225098
9013,10524.269531
9014,8820.397461
9015,12117.774414
9016,12731.162109
9017,20349.746094
9018,7870.578125
9019,20005.148438
9020,16604.091797
9021,27346.369141
9022,21870.945312
9023,29549.228516
9024,23585.525391
9025,27133.060547
9026,27250.128906
9027,33379.894531
9028,14636.392578
9029,34250.394531
9030,30503.333984
9031,39562.042969
9032,21709.115234
9033,36650.578125
9034,48345.484375
9035,30634.992188
9036,32507.248047
9037,41475.332031
9038,43426.031250
9039,37703.476562
9040,35992.621094
9041,43270.957031
9042,30339.224609
9043,50983.933594
9044,41265.695312
9045,51429.695312
9046,47097.605469
9047,47404.328125
9048,45643.722656
9049,44392.703125
9050,37445.289062
9051,46431.777344
9052,43935.246094
9053,45682.859375
9054,53801.851562
9055,43920.468750
9056,47067.140625
9057,38899.695312
9058,39326.121094
9059,59319.566406
9060,41987.339844
9061,38955.929688
9062,44626.804688
9063,50550.781250
9064,48968.156250
9065,47634.445312
9066,42552.535156
9067,45009.640625
9068,38936.988281
9069,45415.699219
9070,32803.476562
9071,46426.699219
9072,38469.039062
9073,33539.445312
9074,39734.050781
9075,30454.892578
9076,38830.601562
9077,32634.158203
9078,41785.414062
9079,28125.507812
9080,34789.343750
9081,38106.234375
9082,28644.628906
9083,31586.335938
9084,32685.068359
9085,43059.152344
9086,25967.701172
9087,22388.873047
9088,30144.896484
9089,24981.755859
9090,22149.607422
9091,34440.628906
9092,27933.066406
9093,24737.802734
9094,21541.708984
9095,21943.832031
9096,21357.224609
9097,24591.888672
9098,21937.300781
9099,697.759521
9100,22001.408203
9101,14393.280273
9102,2441.637207
9103,14211.952148
9104,10874.137695
9105,7207.659180
9106,7307.935059
9107,3411.680176
9108,-416.246185
9109,8510.396484
9110,308.178467
9111,9748.289062
9112,1605.543945
9113,1546.298706
9114,-10129.947266
9115,-6255.785645
9116,3121.097412
9117,-6558.233398
9118,-12807.525391
9119,-13536.923828
9120,-11589.189453
9121,-11830.685547
9122,-9874.681641
9123,-6975.745605
9124,-21122.416016
9125,-18751.287109
9126,-22645.353516
9127,-24019.330078
9128,-19555.408203
9129,-29840.640625
9130,-12273.741211
9131,-25095.648438
9132,-25130.503906
9133,-26582.210938
9134,-31258.783203
9135,-35951.187500
9136,-31385.142578
9137,-25351.474609
9138,-33119.742188
9139,-32258.488281
9140,-30346.134766
9141,-36917.023438
9142,-17194.027344
