Peak Performance (Mega Loops Per Second),Average Performance (Mega Loops Per Second)
1803.031855,1801.559212
Index,Sum
3335,0.905200
3336,-2.362200
3337,12.611099
3338,-0.993000
3339,1.662000
3340,37.284199
3341,-33.851902
3342,44.766998
3343,-4.005000
3344,0.450000
3345,3.140000
3346,12.403001
3347,28.479500
3348,26.388601
3349,-0.475800
3350,0.107900
3351,4.581600
3352,-15.511200
3353,-25.402399
3354,-69.608002
3355,-34.495998
3356,-31.584002
3357,35.391003
3358,-39.005402
3359,6.604500
3360,1.640500
3361,5.461900
3362,3.509200
3363,-4.501200
3364,32.089203
3365,95.825600
3366,97.885201
3367,35.758801
3368,-9.464400
3369,-18.522501
3370,26.272501
3371,6.881700
3372,14.737801
3373,-28.894800
3374,-17.352800
3375,44.123199
3376,4.958800
3377,3.116400
3378,68.560799
3379,-28.459200
3380,-1.425600
3381,3.445200
3382,-46.637802
3383,-68.640900
3384,71.551804
3385,23.698198
3386,-10.325199
3387,-37.051197
3388,8.704800
3389,2.761200
3390,-28.390800
3391,-22.375801
3392,-12.192300
3393,-14.639500
3394,24.019499
3395,-9.966300
3396,-10.494500
3397,-47.489502
3398,-46.734699
3399,-4.978100
3400,-7.068501
3401,-39.035000
3402,-9.250000
3403,18.200001
3404,12.812800
3405,-6.371200
3406,17.231201
3407,24.704401
3408,-8.096400
3409,6.193200
3410,2.977500
3411,-3.127500
3412,2.752200
3413,4.494600
3414,-42.834900
3415,66.044998
3416,-54.599998
3417,-50.647999
3418,15.486600
3419,-11.336700
3420,-35.863903
3421,-17.504400
3422,-34.765198
3423,-80.219696
3424,-56.611500
3425,51.112503
3426,72.935005
3427,-43.861603
3428,-26.639601
3429,-9.714900
3430,3.243600
3431,-15.952800
3432,-3.831800
3433,-4.459000
3434,2.912000
3435,2.793600
3436,53.689499
3437,-5.043000
3438,-6.420600
3439,65.458794
3440,-70.474800
3441,37.850700
3442,2.828700
3443,-1.820700
3444,-3.583600
3445,4.687200
3446,-26.044199
3447,30.660498
3448,-24.430498
3449,-17.622900
3450,-29.499899
3451,57.253696
3452,-8.472800
3453,-9.846400
3454,28.815199
3455,-24.636200
3456,32.807003
3457,-31.058002
3458,8.086801
3459,-0.869400
3460,5.613300
3461,58.716900
3462,-44.680202
3463,-11.661600
3464,0.516000
3465,1.245000
3466,-37.931004
3467,-46.888203
3468,39.090599
3469,-8.915400
3470,2.889900
3471,10.127000
3472,-37.228001
3473,-74.456001
3474,-28.208000
3475,-34.228001
3476,-87.360992
3477,23.618200
3478,-19.663900
3479,79.532799
3480,-87.910400
3481,57.287201
3482,27.509201
3483,-7.527200
3484,-4.791800
3485,-19.389500
3486,71.121002
3487,36.058804
3488,22.327801
3489,-1.234200
3490,-1.091200
3491,47.318401
3492,83.093399
3493,80.306206
3494,30.241600
3495,-13.940000
3496,-1.785000
3497,4.061400
3498,10.637000
3499,-6.534000
3500,24.413401
3501,2.013900
3502,-4.689300
3503,65.171700
3504,-22.404900
3505,-18.983299
3506,-1.500200
3507,-0.184600
3508,7.213600
3509,99.568001
3510,76.244003
3511,56.482803
3512,-51.836399
3513,-34.271999
3514,45.600002
3515,-1.710000
3516,-1.582200
3517,-41.400902
3518,26.847000
3519,11.798999
3520,-24.053398
3521,96.562202
3522,71.216698
3523,69.245598
3524,12.443199
3525,10.256399
3526,-11.322001
3527,-19.856001
3528,74.167999
3529,-38.798500
3530,-7.026500
3531,11.235500
3532,-30.091600
3533,-3.880800
3534,-2.557800
3535,10.982300
3536,-38.952000
3537,46.655998
3538,-41.990398
3539,12.312000
3540,-15.883999
3541,-46.983196
3542,18.096399
3543,-23.441601
3544,54.454403
3545,71.209602
3546,99.198402
3547,-37.616199
3548,-1.877200
3549,5.460000
3550,-2.415000
3551,-1.393800
3552,59.206203
3553,-35.953602
3554,32.457600
3555,6.174000
3556,3.129000
3557,24.540298
3558,-53.198097
3559,41.570099
3560,-33.032997
3561,-9.240000
3562,7.308001
3563,-35.687401
3564,4.453600
3565,-2.287600
3566,10.143700
3567,-21.803898
3568,31.832399
3569,45.116402
3570,68.408203
3571,-15.591399
3572,15.507799
3573,-33.315800
3574,-35.291397
3575,38.120998
3576,30.458000
3577,-28.888000
3578,39.789997
3579,5.017000
3580,4.564600
3581,-44.937698
3582,-18.329100
3583,31.907398
3584,-82.700790
3585,-0.832000
3586,-0.299000
3587,-3.677700
3588,-9.594001
3589,-56.628002
3590,-47.407803
3591,19.524700
3592,12.737401
3593,-19.468203
3594,-17.457401
3595,-36.557400
3596,22.680899
3597,17.988300
3598,57.000904
3599,-4.881500
3600,2.593500
3601,-38.742901
3602,-22.430099
3603,8.154300
3604,-0.811900
3605,2.661100
3606,-61.436699
3607,24.372900
3608,-43.788601
3609,-13.833000
3610,-6.684500
3611,-33.653004
3612,-47.084999
3613,-23.929499
3614,26.712000
3615,14.975999
3616,12.375999
3617,33.260498
3618,25.546301
3619,-35.006199
3620,-44.198200
3621,-48.583401
3622,100.282196
3623,-87.538498
3624,-12.127500
3625,15.741000
3626,73.553398
3627,62.605198
3628,24.928400
3629,-21.674200
3630,13.978800
3631,5.781600
3632,21.520401
3633,45.178101
3634,-11.401800
3635,-5.580000
3636,22.500000
3637,-14.700001
3638,-6.056400
3639,2.286600
3640,-6.830200
3641,34.889397
3642,18.673201
3643,-38.927200
3644,32.702000
3645,-13.902500
3646,-7.236000
3647,7.646400
3648,-33.028198
3649,101.510399
3650,-61.798397
3651,-27.945601
3652,-29.569202
3653,-57.756100
3654,-26.523600
3655,16.615200
3656,-1.384600
3657,2.465600
3658,16.080000
3659,-1.125000
3660,-6.840000
3661,59.371201
3662,16.926001
3663,10.114000
3664,-29.486200
3665,64.202599
3666,35.235199
3667,-41.891197
3668,-15.910600
3669,-3.081000
3670,-7.605000
3671,-14.586000
3672,-25.207600
3673,-20.287399
3674,24.952900
3675,18.569599
3676,17.763199
3677,-42.663399
3678,8.661800
3679,7.454300
3680,-3.889200
3681,4.233600
3682,-24.444000
3683,-44.910999
3684,57.134201
3685,17.029200
3686,-21.058800
3687,-27.620600
3688,-8.651800
3689,8.508400
3690,-6.586000
3691,-14.837001
3692,16.280602
3693,14.230300
3694,-48.509201
3695,-33.908001
3696,-20.629000
3697,15.871700
3698,24.995100
3699,-17.039101
3700,4.600300
3701,19.779499
3702,-6.519500
3703,-1.840800
3704,21.278400
3705,68.404602
3706,-43.730801
3707,-11.030800
3708,-14.041500
3709,0.610500
3710,0.602800
3711,-25.591600
3712,-12.702400
3713,8.731200
3714,-31.329601
3715,-74.468803
3716,-29.222900
3717,36.384998
3718,86.830002
3719,47.436604
3720,49.512600
3721,-53.328602
3722,19.900400
3723,20.612400
3724,-14.127601
3725,-18.275600
3726,52.355095
3727,-24.954298
3728,-25.525499
3729,13.513500
3730,-16.102800
3731,76.765205
3732,-20.002201
3733,-21.156599
3734,106.259491
3735,35.680000
3736,30.464003
3737,110.908005
3738,84.345993
3739,-15.059199
3740,2.953600
3741,-0.426000
3742,0.036000
3743,-0.813600
3744,-8.068201
3745,-1.654100
3746,2.043300
3747,-4.968600
3748,3.346200
3749,-4.900500
3750,-21.087000
3751,41.535004
3752,-47.385002
3753,31.006802
3754,-58.759800
3755,96.797104
3756,-53.601002
3757,-28.815001
3758,-45.765003
3759,22.761000
3760,-29.392599
3761,-66.316399
3762,-20.478201
3763,26.679800
3764,84.169395
3765,-31.181398
3766,25.398001
3767,-77.937004
3768,40.564804
3769,39.787201
3770,-18.696301
3771,18.777500
3772,-26.917501
3773,-6.081900
3774,-18.433798
3775,-79.203590
3776,15.714999
3777,7.700000
3778,-1.980000
3779,-0.706500
3780,-2.527700
3781,-11.253900
3782,-8.457900
3783,-1.645600
3784,-5.916000
3785,18.269999
3786,15.077999
3787,-2.154000
3788,3.888000
3789,43.027199
3790,27.821600
3791,-9.008500
3792,-18.081501
3793,53.067097
3794,-15.585700
3795,-23.267401
3796,86.004601
3797,-73.131302
3798,39.008701
3799,28.684299
3800,-47.119999
3801,-10.480000
3802,-12.392599
3803,8.892400
3804,2.763600
3805,14.170801
3806,-10.411201
3807,-21.708002
3808,-69.546005
3809,-40.966400
3810,24.094400
3811,-13.268201
3812,-22.917801
3813,45.484100
3814,5.111300
3815,6.786100
3816,57.467102
3817,-0.669000
3818,-0.237000
3819,13.651200
3820,-18.432001
3821,-21.184000
3822,-10.194799
3823,8.608600
3824,-56.123600
3825,2.610400
3826,-0.468000
3827,-5.598000
3828,-7.059700
3829,18.182701
3830,40.050003
3831,36.549999
3832,27.339399
3833,-11.369600
3834,6.080000
3835,17.580000
3836,-8.350500
3837,4.579000
3838,-38.993801
3839,63.911003
3840,33.021999
3841,39.793602
3842,43.696804
3843,29.238300
3844,48.348301
3845,25.198799
3846,-24.534800
3847,-18.548899
3848,-20.029800
3849,40.618202
3850,-4.530100
3851,1.682100
3852,2.683800
3853,9.755400
3854,30.571499
3855,-18.957001
3856,-47.584202
3857,-31.946199
3858,18.075199
3859,-15.800000
3860,9.225000
3861,31.032900
3862,35.490196
3863,9.959199
3864,-0.118000
3865,-0.278000
3866,-14.789600
3867,12.741401
3868,17.531401
3869,31.878601
3870,-8.884200
3871,-8.802600
3872,22.869501
3873,-25.864002
3874,15.616000
3875,9.151999
3876,-35.292400
3877,-52.198200
3878,-32.486401
3879,-18.355200
3880,-15.439401
3881,-26.550602
3882,-38.305199
3883,13.700399
3884,9.025800
3885,26.985300
3886,-61.090500
3887,-25.089499
3888,0.758100
3889,0.590100
3890,27.538000
3891,-82.809998
3892,54.586998
3893,-13.824401
3894,20.522602
3895,91.296806
3896,96.247200
3897,6.975900
3898,-3.111900
3899,-27.285501
3900,18.150002
3901,-7.770000
3902,18.311300
3903,4.242000
3904,3.726000
3905,-46.885502
3906,-52.397003
3907,8.952600
3908,-11.997000
3909,-38.409000
3910,19.080601
3911,38.299797
3912,-22.217201
3913,4.314800
3914,-0.338100
3915,-1.988700
3916,85.324707
3917,49.464901
3918,-9.936899
3919,3.439000
3920,-9.613999
3921,42.352200
3922,-41.180401
3923,-34.882801
3924,26.020302
3925,-28.956301
3926,-62.646599
3927,37.953201
3928,-36.853802
3929,62.528099
3930,26.762999
3931,-34.649998
3932,63.419998
3933,65.292404
3934,-78.372505
3935,45.820000
3936,-32.105602
3937,30.784800
3938,-17.331598
3939,-28.371199
3940,62.992001
3941,-18.351500
3942,4.421700
3943,-5.722200
3944,-1.047200
3945,-1.624000
3946,-1.450000
3947,-2.075000
3948,-12.201000
3949,2.690100
3950,-9.186600
3951,-39.607800
3952,44.420700
3953,9.289500
3954,8.184000
3955,-11.854401
3956,15.463300
3957,26.721100
3958,10.614100
3959,-11.590700
3960,21.467602
3961,26.037201
3962,16.847599
3963,-12.535601
3964,41.961704
3965,-7.423201
3966,-5.652000
3967,88.626495
3968,32.966801
3969,-0.058400
3970,0.020600
3971,-1.678900
3972,-12.013100
3973,48.863102
3974,-2.386800
3975,-0.388800
3976,1.576800
3977,-9.256400
3978,67.647804
3979,9.923100
3980,4.398900
3981,-33.961399
3982,10.123799
3983,-1.494600
3984,10.748400
3985,26.465401
3986,-16.599600
3987,-42.866398
3988,-47.988796
3989,56.959999
3990,29.040001
3991,-17.714401
3992,-5.807200
3993,-7.544600
3994,-13.250600
3995,-8.255500
3996,18.051500
3997,20.290800
3998,-4.440000
3999,-3.260000
4000,16.202200
4001,-25.496099
4002,9.336600
4003,2.202200
4004,6.388801
4005,31.099201
4006,2.414900
4007,1.590800
4008,20.874401
4009,18.292002
4010,34.034000
4011,-1.401400
4012,-1.120000
4013,-53.279999
4014,-31.701601
4015,39.984001
4016,-47.543995
4017,12.735000
4018,13.724999
4019,4.331000
4020,3.571300
4021,3.420400
4022,2.298400
4023,24.775400
4024,-44.199902
4025,23.577301
4026,28.934002
4027,12.210000
4028,18.760500
4029,12.279600
4030,2.278800
4031,17.534100
4032,1.080300
4033,-0.930800
4034,37.876400
4035,-14.388800
4036,27.063999
4037,4.378000
4038,-2.402400
4039,27.299999
4040,-29.150000
4041,-3.439700
4042,3.422000
4043,-62.001999
4044,50.136097
4045,-34.940498
4046,13.484499
4047,1.629000
4048,4.122000
4049,-51.341801
4050,22.868401
4051,9.934799
4052,22.645500
4053,-25.063499
4054,42.473198
4055,58.627201
4056,13.764000
4057,5.032000
4058,10.716801
4059,21.827600
4060,-42.713402
4061,-41.017200
4062,32.824402
4063,-71.140099
4064,-70.217697
4065,19.122601
4066,1.884000
4067,1.596000
4068,15.268400
4069,-2.123800
4070,1.135900
4071,-14.643900
4072,-33.676201
4073,57.538998
4074,35.289497
4075,-5.672300
4076,-1.270700
4077,7.410800
4078,42.402000
4079,25.530001
4080,0.322000
4081,-0.208600
4082,11.979600
4083,-39.878399
4084,-53.568001
4085,-51.299999
4086,-30.875000
4087,-3.705000
4088,8.390400
4089,42.835201
4090,-22.756201
4091,-28.386602
4092,41.164204
4093,27.216002
4094,26.832003
4095,30.968601
4096,49.970802
4097,18.851801
4098,14.086599
4099,-63.221199
4100,-21.292601
4101,15.821899
4102,-12.058100
4103,5.916600
4104,-15.526800
4105,33.232800
4106,-43.114799
4107,-13.429199
4108,8.550000
4109,-27.262501
4110,-13.885699
4111,-19.596600
4112,-67.716003
4113,37.619999
4114,-44.231998
4115,-43.844002
4116,-31.075001
4117,49.884998
4118,-76.097298
4119,-33.308300
4120,20.723400
4121,37.375198
4122,-48.616398
4123,27.295799
4124,-9.085200
4125,19.978401
4126,17.061199
4127,-1.428200
4128,-7.925400
4129,-49.158901
4130,-5.783400
4131,0.856800
4132,7.357600
4133,79.527000
4134,-25.872000
4135,7.427199
4136,10.191299
4137,27.434399
4138,46.519196
4139,-74.856598
4140,83.630997
4141,64.964996
4142,47.783001
4143,66.021301
4144,-40.907703
4145,-5.838000
4146,2.674000
4147,11.345400
4148,-28.452600
4149,-16.764999
4150,15.330000
4151,-24.090000
4152,-43.670002
4153,61.852600
4154,15.969500
4155,1.537500
4156,-5.122500
4157,26.295500
4158,8.816500
4159,-4.992200
4160,24.241600
4161,103.972000
4162,-71.621002
4163,-73.842400
4164,-3.374000
4165,-0.031500
4166,0.698400
4167,-38.256802
4168,21.790600
4169,8.442200
4170,2.330200
4171,4.526200
4172,-37.137100
4173,-29.629601
4174,-13.556800
4175,39.433796
4176,72.151794
4177,-56.146000
4178,-64.118996
4179,-64.501793
4180,-30.801800
4181,30.390501
4182,23.474501
4183,-25.451300
4184,2.523500
4185,2.520000
4186,-81.144005
4187,36.514801
4188,-16.718399
4189,11.506800
4190,-3.322700
4191,-9.983000
4192,-59.629997
4193,37.824997
4194,21.844999
4195,1.336400
4196,2.561000
4197,-3.152000
4198,2.208000
4199,49.265999
4200,62.974796
4201,32.016602
4202,-11.942700
4203,-29.577099
4204,-20.676998
4205,-15.317999
4206,-46.952999
4207,-53.580002
4208,-25.916000
4209,34.679703
4210,50.951702
4211,-19.939800
4212,20.536800
4213,-13.570800
4214,6.022700
4215,-17.403999
4216,71.515999
4217,91.935699
4218,68.292297
4219,63.259499
4220,-57.829498
4221,36.039597
4222,24.252001
4223,-25.714001
4224,47.541000
4225,32.277000
4226,42.223999
4227,-81.431999
4228,-13.389300
4229,-10.020600
4230,7.911000
4231,0.580500
4232,3.323900
4233,-56.119801
4234,50.602200
4235,25.649599
4236,-2.171200
4237,2.053200
4238,2.366400
4239,-1.305600
4240,-8.428800
4241,14.706499
4242,-21.205500
4243,-31.080299
4244,-8.199699
4245,-11.021999
4246,32.141998
4247,-10.373100
4248,-3.919200
4249,-1.748000
4250,9.224500
4251,-21.556200
4252,-5.106000
4253,-5.750000
4254,19.924999
4255,-28.293499
4256,2.520500
4257,6.418400
4258,-57.132801
4259,-11.060000
4260,13.264999
4261,84.138000
4262,90.798004
4263,21.022600
4264,-3.752200
4265,1.781200
4266,7.405400
4267,33.992001
4268,-56.896000
4269,-52.628796
4270,11.706800
4271,-16.452801
4272,-36.035999
4273,-28.511999
4274,51.955204
4275,-6.314000
4276,-1.869000
4277,-9.745501
4278,19.783001
4279,19.783001
4280,16.096500
4281,35.368202
4282,-32.801804
4283,-21.063501
4284,-59.637001
4285,-8.800799
4286,2.986800
4287,9.156899
4288,-2.679500
4289,-6.152500
4290,28.676001
4291,36.823200
4292,-74.676895
4293,-91.960197
4294,-57.528004
4295,48.688000
4296,15.608800
4297,-11.030800
4298,-52.168602
4299,-14.330900
4300,5.754600
4301,21.941999
4302,-12.402000
4303,17.620199
4304,-58.432804
4305,-51.992001
4306,-9.648000
4307,-9.849601
4308,-21.340799
4309,24.367199
4310,54.591896
4311,-48.440697
4312,12.959100
4313,9.836201
4314,44.552204
4315,28.459200
4316,-23.452799
4317,11.447200
4318,-12.431200
4319,-16.448601
4320,16.817501
4321,30.070002
4322,21.417601
4323,-12.420000
4324,13.477499
4325,42.469101
4326,-20.702801
4327,12.497601
4328,-38.391602
4329,33.637501
4330,0.412500
4331,0.550000
4332,-31.350000
4333,-3.573900
4334,-0.849300
4335,3.307800
4336,9.368400
4337,-1.223800
4338,0.510400
4339,-1.302400
4340,-3.145000
4341,-7.990000
4342,2.707200
4343,-2.534400
4344,14.713599
4345,-47.401199
4346,43.091999
4347,18.771999
4348,26.379601
4349,-51.264004
4350,-12.288000
4351,-11.878400
4352,37.259197
4353,-2.489300
4354,-1.667800
4355,-21.681402
4356,6.971900
4357,-0.501700
4358,-2.154700
4359,-10.401999
4360,-6.216000
4361,-17.982000
4362,-7.614000
4363,13.009600
4364,57.505203
4365,-63.072903
4366,17.608799
4367,8.792800
4368,18.343601
4369,-10.260799
4370,8.691999
4371,47.108997
4372,54.692402
4373,-8.187201
4374,-17.544001
4375,9.690000
4376,3.163500
4377,-10.089900
4378,-13.301700
4379,-7.858099
4380,-11.939300
4381,9.671500
4382,-9.570001
4383,-74.778000
4384,84.748398
4385,-11.369600
4386,-16.051201
4387,94.195206
4388,-25.868002
4389,10.179000
4390,-12.285000
4391,-25.025000
4392,-83.726501
4393,-51.172699
4394,-49.206200
4395,91.093407
4396,-58.409798
4397,2.454800
4398,-0.241400
4399,-0.532500
4400,6.015000
4401,2.005000
4402,1.912500
4403,-31.212000
4404,42.676800
4405,1.569000
4406,0.831000
4407,-34.348000
4408,-14.756001
4409,-10.186401
4410,29.703201
4411,-71.829002
4412,-71.725502
4413,59.944496
4414,42.990498
4415,-52.085594
4416,13.414399
4417,-8.665600
4418,-15.435599
4419,15.321599
4420,-26.611200
4421,-8.118000
4422,-2.070500
4423,4.777300
4424,10.973599
4425,4.570400
4426,10.204599
4427,-3.470600
4428,-4.381800
4429,-50.815800
4430,-28.904400
4431,-27.639599
4432,-19.540901
4433,-8.284501
4434,23.971500
4435,64.761101
4436,37.784401
4437,8.524800
4438,-17.318401
4439,-5.953200
4440,6.131400
4441,2.229600
4442,-0.957600
4443,13.206900
4444,2.482500
4445,-5.325000
4446,62.195999
4447,39.069603
4448,-37.196400
4449,77.895599
4450,93.400002
4451,-30.000000
4452,16.980000
4453,35.940998
4454,-44.513500
4455,-36.942699
4456,-8.853600
4457,5.157600
4458,29.287800
4459,20.224798
4460,10.282000
4461,27.208500
4462,-6.339300
4463,8.802700
4464,38.560497
4465,-30.838499
4466,-33.891201
4467,30.572800
4468,-61.201801
4469,121.641304
4470,-9.606200
4471,-3.268000
4472,18.088001
4473,2.284800
4474,-3.052800
4475,35.679600
4476,28.947599
4477,7.688400
4478,9.550900
4479,-29.229599
4480,-33.288002
4481,53.290001
4482,31.317001
4483,-27.370201
4484,-21.819601
4485,-35.533802
4486,54.547501
4487,39.899998
4488,1.672000
4489,0.825000
4490,-23.137501
4491,18.571701
4492,-22.123499
4493,-52.258499
4494,13.509000
4495,-5.244000
4496,5.078400
4497,-5.280800
4498,-25.485600
4499,-53.457600
4500,-20.528200
4501,14.356100
4502,3.746900
4503,-4.102900
4504,4.610000
4505,-7.850000
4506,-52.359501
4507,-33.483398
4508,-1.054200
4509,-0.695100
4510,35.814198
4511,55.614796
4512,-31.867998
4513,-68.820000
4514,-54.390003
4515,17.836000
4516,-14.996800
4517,-4.985200
4518,3.206500
4519,-12.349000
4520,12.954800
4521,-24.992199
4522,-9.889000
4523,-9.097001
4524,-84.850204
4525,-25.342201
4526,-14.474200
4527,-9.727600
4528,15.587400
4529,-88.453804
4530,11.209801
4531,-10.817101
4532,71.265602
4533,51.038403
4534,-10.155600
4535,1.716000
4536,4.301000
4537,-21.035801
4538,44.277397
4539,-70.860291
4540,-21.180599
4541,8.708400
4542,24.602999
4543,20.085501
4544,-14.363300
4545,-49.352100
4546,3.773400
4547,2.591600
4548,-11.321200
4549,1.344600
4550,-3.086100
4551,5.486400
4552,-7.833601
4553,17.571199
4554,18.249500
4555,30.058001
4556,5.692400
4557,-6.195300
4558,12.622200
4559,-9.526600
4560,0.917700
4561,-1.220100
4562,-49.617401
4563,-26.644798
4564,-22.931999
4565,47.113499
4566,-3.333200
4567,0.520000
4568,-1.030000
4569,4.645300
4570,-51.233601
4571,118.257591
4572,-9.368999
4573,-1.818000
4574,-2.525000
4575,-11.062500
4576,85.668007
4577,-57.692802
4578,-50.004402
4579,51.934101
4580,-28.597799
4581,-50.635201
4582,-58.416798
4583,-39.921700
4584,38.124100
4585,54.768402
4586,83.389999
4587,-56.265003
4588,-16.843201
4589,27.723999
4590,0.358500
4591,0.103800
4592,0.726600
4593,1.530900
4594,13.486500
4595,11.451500
4596,66.109200
4597,-5.340000
4598,1.560000
4599,-8.735999
4600,-5.264000
4601,-16.525200
4602,56.959202
4603,-14.385600
4604,-16.494600
4605,16.866100
4606,-14.073999
4607,47.677998
4608,28.529900
4609,17.622499
4610,14.012500
4611,14.219001
4612,-9.832800
4613,-11.464800
4614,-12.195400
4615,1.670900
4616,-5.590200
4617,52.925400
4618,-35.939697
4619,17.945200
4620,-26.644802
4621,-48.385201
4622,-50.434303
4623,-1.754900
4624,-1.764100
4625,-34.745102
4626,-28.901402
4627,-46.382599
4628,-54.379601
4629,17.204000
4630,-23.184000
4631,72.676804
4632,-50.037399
4633,-18.321600
4634,-13.173600
4635,-51.596600
4636,-42.704201
4637,-23.004101
4638,-41.886402
4639,-30.080000
4640,-31.160000
4641,9.815400
4642,-7.144200
4643,-8.731800
4644,-7.007000
4645,-6.552001
4646,-6.566400
4647,-0.638400
4648,1.024800
4649,32.061600
4650,-13.271400
4651,-0.424200
4652,0.821800
4653,-39.211597
4654,-31.462799
4655,36.172798
4656,-70.502403
4657,-14.871600
4658,-2.770200
4659,11.405701
4660,0.400200
4661,-0.424800
4662,42.763199
4663,-50.675602
4664,-45.809402
4665,-30.739801
4666,-58.101601
4667,40.144798
4668,-15.715600
4669,17.695200
4670,27.856802
4671,36.951599
4672,34.337097
4673,4.964400
4674,3.880800
4675,-38.161201
4676,-2.147600
4677,0.949000
4678,-32.740501
4679,51.039303
4680,51.153099
4681,-31.285200
4682,-34.556400
4683,-47.564701
4684,7.376600
4685,-0.092400
4686,0.265200
4687,13.790400
4688,17.378401
4689,-1.949500
4690,-2.915500
4691,39.234299
4692,-27.082500
4693,2.472500
4694,-3.078800
4695,64.511597
4696,-33.967701
4697,-12.101700
4698,20.704500
4699,42.182999
4700,-12.360600
4701,2.721600
4702,-4.046400
4703,28.605801
4704,40.414600
4705,-31.601200
4706,-44.655602
4707,-4.488000
4708,-2.848000
4709,0.925600
4710,-0.195000
4711,2.670000
4712,13.385600
4713,-37.487202
4714,-38.284801
4715,-32.755199
4716,3.497300
4717,-1.545700
4718,-38.868702
4719,-6.598400
4720,0.851200
4721,-11.318300
4722,11.743800
4723,8.997600
4724,55.485203
4725,-41.528801
4726,2.000800
4727,-4.522300
4728,96.733101
4729,-38.500301
4730,-4.829000
4731,11.055000
4732,-85.223999
4733,72.928001
4734,-35.518002
4735,11.605300
4736,27.425600
4737,43.334400
4738,-19.802401
4739,1.650200
4740,-3.933100
4741,-62.717003
4742,10.443000
4743,-7.186200
4744,17.295601
4745,8.988600
4746,19.011099
4747,-16.578402
4748,3.091200
4749,7.375199
4750,12.467599
4751,-2.584400
4752,7.343700
4753,-12.831300
4754,10.064700
4755,-61.400997
4756,-76.338997
4757,-2.675800
4758,0.316200
4759,-4.659300
4760,-19.438801
4761,-20.835600
4762,36.086399
4763,12.499200
4764,-15.586801
4765,-53.967201
4766,12.880000
4767,-4.420000
4768,-10.895300
4769,38.552601
4770,-54.583603
4771,42.159199
4772,-24.643200
4773,40.391998
4774,108.207001
4775,93.560806
4776,5.136001
4777,-0.888000
4778,-10.374801
4779,46.686600
4780,67.332596
4781,-31.442099
4782,-28.487598
4783,-30.685999
4784,9.480499
4785,-26.573700
4786,71.739601
4787,29.643200
4788,-21.223600
4789,-39.438698
4790,2.235100
4791,3.379000
4792,74.010994
4793,40.196800
4794,42.801601
4795,-38.319000
4796,-44.414001
4797,40.391602
4798,21.834602
4799,49.331703
4800,64.795502
4801,-9.698500
4802,-12.681400
4803,-42.245399
4804,26.389799
4805,-44.420403
4806,-48.624802
4807,-43.730404
4808,14.138401
4809,-11.902400
4810,19.652800
4811,-18.431599
4812,-19.080599
4813,-18.404402
4814,-45.447601
4815,-56.047199
4816,-15.131200
4817,-7.310800
4818,20.216600
4819,13.170601
4820,3.159000
4821,0.247000
4822,1.119100
4823,51.301899
4824,16.549000
4825,4.769000
4826,2.585300
4827,4.542300
4828,27.694799
4829,26.062002
4830,12.076501
4831,18.303900
4832,60.887203
4833,-82.860809
4834,-60.519203
4835,41.571602
4836,46.216801
4837,-64.530602
4838,-84.480904
4839,-77.072098
4840,50.257900
4841,42.742699
4842,15.542800
4843,17.397202
4844,-40.070599
4845,47.432796
4846,72.584000
4847,-19.694000
4848,-14.999500
4849,29.213001
4850,-28.320999
4851,-33.528000
4852,48.048004
4853,21.476000
4854,20.484800
4855,-72.044006
4856,72.126999
4857,-24.853397
4858,-0.257400
4859,0.165600
4860,-7.544000
4861,-16.358999
4862,-31.361401
4863,39.693001
4864,19.190001
4865,9.917999
4866,1.435500
4867,1.600500
4868,-3.462900
4869,3.260600
4870,-17.179800
4871,-60.819000
4872,-7.663000
4873,2.772900
4874,-15.233400
4875,-37.063602
4876,-83.948196
4877,91.713898
4878,-28.829699
4879,10.135200
4880,19.548800
4881,15.913200
4882,-6.621600
4883,-7.340800
4884,-29.392801
4885,112.109703
4886,82.191200
4887,-30.940001
4888,-17.042501
4889,-23.177803
4890,39.130600
4891,-39.604500
4892,48.905998
4893,-25.581598
4894,3.366000
4895,-0.847000
4896,-5.343800
4897,-11.936800
4898,19.401600
4899,96.105606
4900,39.021603
4901,19.190201
4902,-8.254300
4903,2.482200
4904,0.554400
4905,-1.443200
4906,34.276001
4907,-72.523003
4908,-30.050200
4909,40.269001
4910,64.820999
4911,58.687397
4912,84.536804
4913,1.104400
4914,0.815100
4915,27.046499
4916,-24.199501
4917,29.503500
4918,-34.264999
4919,-7.161000
4920,6.556500
4921,1.269000
4922,-0.973800
4923,-3.624700
4924,-7.564300
4925,23.709000
4926,11.969999
4927,52.554001
4928,-69.795403
4929,-39.818203
4930,-9.994000
4931,13.699000
4932,-37.492001
4933,-38.115997
4934,46.105698
4935,-34.028900
4936,10.928200
4937,6.464000
4938,-21.728001
4939,-61.856895
4940,31.884998
4941,14.980000
4942,-19.730801
4943,-4.287300
4944,-1.450800
4945,10.732800
4946,25.249601
4947,-16.478300
4948,43.373398
4949,-38.157001
4950,-36.300499
4951,-49.625999
4952,25.271999
4953,18.860401
4954,21.520203
4955,-26.967001
4956,-20.604000
4957,8.404799
4958,16.418200
4959,-75.794701
4960,-29.005501
4961,-8.814500
4962,2.225300
4963,4.250400
4964,-16.063200
4965,1.600500
4966,-1.655500
4967,-24.952900
4968,65.739700
4969,-31.164900
4970,-14.541000
4971,-29.674002
4972,33.924603
4973,-6.725700
