Peak Performance (Mega Loops Per Second),Average Performance (Mega Loops Per Second)
1803.031855,1801.559212
Index,Sum
17856,52.658699
17857,-41.256001
17858,10.799999
17859,-0.465000
17860,0.824600
17861,-10.932601
17862,-45.045601
17863,-35.619999
17864,24.180000
17865,13.168800
17866,8.850000
17867,-6.150000
17868,4.022100
17869,7.749899
17870,-3.436500
17871,-7.612500
17872,-1.995000
17873,-1.630200
17874,23.852400
17875,3.447200
17876,5.697800
17877,-64.973297
17878,29.269800
17879,-16.973999
17880,14.965000
17881,-9.088500
17882,11.180099
17883,-23.347998
17884,30.004000
17885,-39.524498
17886,-54.183498
17887,55.449100
17888,-55.729500
17889,42.691498
17890,24.272400
17891,-46.556000
17892,9.373000
17893,7.407401
17894,15.791601
17895,20.660999
17896,-35.783997
17897,-38.102398
17898,59.535000
17899,-6.982500
17900,1.582700
17901,-13.506501
17902,126.779503
17903,-72.828400
17904,-48.443600
17905,81.952896
17906,-28.236799
17907,2.124800
17908,5.237300
17909,42.403198
17910,9.676800
17911,7.948800
17912,-34.941601
17913,-40.955097
17914,-8.281600
17915,7.116800
17916,20.015999
17917,37.116001
17918,5.773600
17919,-4.552800
17920,-7.479600
17921,3.597200
17922,24.867601
17923,-30.400803
17924,-19.645802
17925,-27.454800
17926,61.121994
17927,-17.476500
17928,-3.399800
17929,-1.993600
17930,7.134400
17931,50.641499
17932,16.535999
17933,-7.092800
17934,-13.776401
17935,-9.776800
17936,3.944600
17937,-11.230700
17938,19.705399
17939,13.327600
17940,-49.349400
17941,-67.987801
17942,-3.017400
17943,-3.482700
17944,62.688599
17945,-48.222000
17946,-51.071999
17947,55.014400
17948,-19.709400
17949,32.324699
17950,-52.162598
17951,-30.199398
17952,21.920799
17953,12.408000
17954,22.539000
17955,55.869400
17956,-61.022804
17957,28.571800
17958,3.983200
17959,-6.656000
17960,-24.576000
17961,-14.016000
17962,-11.205500
17963,-4.666400
17964,13.786399
17965,-28.479799
17966,9.985201
17967,-21.433199
17968,-10.783999
17969,-10.864000
17970,73.875198
17971,9.792000
17972,2.925000
17973,32.662502
17974,-73.767006
17975,-64.885605
17976,-15.293200
17977,-10.933600
17978,73.627998
17979,-16.776001
17980,-16.920000
17981,-25.145000
17982,-15.429400
17983,39.006100
17984,42.684898
17985,5.365200
17986,8.064800
17987,-82.782799
17988,-25.756201
17989,-8.081100
17990,13.096200
17991,-6.996600
17992,11.664900
17993,42.871002
17994,43.129002
17995,105.114395
17996,72.731201
17997,-40.737801
17998,25.417099
17999,25.676899
18000,-24.016500
18001,-4.050000
18002,-6.860000
18003,41.091400
18004,-34.142998
18005,-51.185997
18006,-0.179600
18007,0.068200
18008,24.586102
18009,-36.771000
18010,7.038000
18011,6.527400
18012,46.354000
18013,-61.740002
18014,22.995001
18015,11.205500
18016,-25.051199
18017,-58.996799
18018,-53.285099
18019,24.026199
18020,-16.430399
18021,-0.352800
18022,-0.565600
18023,-2.424000
18024,-0.681000
18025,15.413300
18026,-64.165497
18027,-87.412498
18028,46.619999
18029,42.638401
18030,-66.580200
18031,79.801804
18032,-91.969803
18033,-90.246498
18034,-6.069500
18035,5.953600
18036,-48.800003
18037,-27.449999
18038,23.771698
18039,-40.745300
18040,49.402500
18041,-52.184998
18042,75.543999
18043,0.988000
18044,0.460200
18045,36.957600
18046,70.156792
18047,-12.028799
18048,-13.371300
18049,34.212597
18050,-15.068199
18051,-19.082001
18052,-18.560001
18053,8.544001
18054,3.924900
18055,-10.348800
18056,-36.678402
18057,-31.416302
18058,-17.064899
18059,15.168800
18060,41.593601
18061,-26.927200
18062,0.034700
18063,0.081600
18064,-20.481600
18065,-22.740601
18066,55.447201
18067,-26.744398
18068,33.561600
18069,13.516800
18070,6.899200
18071,-31.948000
18072,26.161499
18073,-0.417300
18074,1.001000
18075,18.018000
18076,3.907800
18077,-19.789499
18078,2.251500
18079,1.497200
18080,2.127600
18081,1.314900
18082,-1.071400
18083,-1.815000
18084,33.825001
18085,16.891998
18086,-8.157599
18087,-2.376000
18088,13.704000
18089,-6.623600
18090,-6.809200
18091,-90.397995
18092,-74.844002
18093,-66.484802
18094,-76.539597
18095,-70.049400
18096,-47.513401
18097,-25.881901
18098,19.641602
18099,-62.438404
18100,-50.189201
18101,-19.214500
18102,4.606500
18103,1.842600
18104,2.672600
18105,-6.617100
18106,0.369900
18107,0.017100
18108,0.951900
18109,9.468901
18110,13.948200
18111,-76.309204
18112,20.576601
18113,-15.860300
18114,65.353996
18115,-71.914001
18116,88.489304
18117,6.659400
18118,-1.425600
18119,14.644801
18120,-45.019199
18121,24.435200
18122,25.649599
18123,-2.160700
18124,-1.063300
18125,36.632401
18126,-2.136000
18127,-2.092000
18128,-34.622601
18129,-7.315100
18130,0.994500
18131,2.538000
18132,-40.100399
18133,-65.412003
18134,-33.487999
18135,-28.319202
18136,78.733604
18137,4.149200
18138,3.603900
18139,84.735603
18140,48.778400
18141,40.581203
18142,30.395802
18143,-18.533100
18144,21.467098
18145,-5.794800
18146,-8.025600
18147,-19.820799
18148,29.731199
18149,-13.406400
18150,-0.852600
18151,3.149400
18152,34.100399
18153,43.080803
18154,47.265400
18155,38.101700
18156,-52.258499
18157,-4.347000
18158,-4.029600
18159,57.378002
18160,43.361000
18161,-44.486397
18162,-56.716797
18163,-13.166399
18164,7.519200
18165,-45.404404
18166,94.199997
18167,56.000000
18168,-0.280000
18169,0.348500
18170,58.826794
18171,11.647200
18172,-12.088800
18173,74.722801
18174,-38.726200
18175,12.530400
18176,-13.303201
18177,5.205600
18178,1.771200
18179,2.263200
18180,-9.108000
18181,2.178000
18182,-0.079200
18183,2.152800
18184,-62.520901
18185,54.226601
18186,48.625000
18187,-66.875000
18188,10.592999
18189,2.366100
18190,-3.752300
18191,-18.164900
18192,36.676899
18193,-4.723300
18194,7.271200
18195,-46.018402
18196,-15.276601
18197,-6.690600
18198,-2.312800
18199,-0.151200
18200,1.868400
18201,4.152000
18202,0.822000
18203,0.739800
18204,-3.434400
18205,-73.139999
18206,48.070000
18207,-16.260201
18208,18.244101
18209,5.018301
18210,7.736100
18211,-60.587402
18212,19.525400
18213,3.774600
18214,2.203200
18215,9.601600
18216,35.017601
18217,24.998400
18218,53.071198
18219,-0.842400
18220,0.502400
18221,42.452805
18222,-24.944401
18223,34.649101
18224,40.752602
18225,-31.638601
18226,51.394501
18227,-42.370502
18228,-17.909801
18229,5.900400
18230,-8.316000
18231,37.127998
18232,-0.000000
18233,-0.000000
18234,-76.587997
18235,-21.401999
18236,20.018700
18237,-62.357101
18238,61.625401
18239,-14.477799
18240,5.424400
18241,20.220798
18242,60.235199
18243,-67.087799
18244,50.910599
18245,-39.161999
18246,-57.035000
18247,27.395502
18248,16.583799
18249,32.205399
18250,55.591305
18251,-42.108700
18252,5.990900
18253,-1.807000
18254,12.662000
18255,38.083401
18256,28.073799
18257,-46.167397
18258,42.116501
18259,-11.855500
18260,-4.832700
18261,14.898601
18262,43.691399
18263,-37.818897
18264,1.497300
18265,0.740900
18266,-12.595301
18267,13.912801
18268,0.607200
18269,-1.874500
18270,-12.306499
18271,9.497900
18272,35.727200
18273,-46.746395
18274,91.517593
18275,22.573599
18276,11.591300
18277,-17.529699
18278,22.103998
18279,-11.448000
18280,4.531500
18281,17.556000
18282,56.856796
18283,26.859299
18284,32.504700
18285,40.100300
18286,18.524399
18287,6.553200
18288,-2.832100
18289,2.519900
18290,-9.650200
18291,-57.986599
18292,-15.005900
18293,17.613699
18294,-36.901100
18295,-28.196701
18296,17.234699
18297,15.791399
18298,28.513800
18299,56.261101
18300,96.117294
18301,-37.015198
18302,13.864799
18303,-28.089300
18304,63.995499
18305,79.417000
18306,-49.249199
18307,8.962800
18308,3.589000
18309,-13.412500
18310,-1.812500
18311,0.157500
18312,-0.308700
18313,-3.709300
18314,0.832700
18315,0.166100
18316,-13.816500
18317,54.899998
18318,-24.599998
18319,-23.738998
18320,22.870501
18321,-31.797501
18322,-56.591503
18323,-17.082901
18324,-13.437901
18325,42.691601
18326,11.194000
18327,15.529501
18328,72.720901
18329,11.543000
18330,-5.457000
18331,-1.412400
18332,4.320800
18333,86.906998
18334,9.646501
18335,12.284301
18336,-15.890700
18337,7.952400
18338,-25.718399
18339,49.795200
18340,-31.449602
18341,12.960001
18342,36.945000
18343,19.786100
18344,-8.169901
18345,-28.543800
18346,-40.247601
18347,48.612602
18348,89.597702
18349,-70.127602
18350,-51.103199
18351,-53.927998
18352,55.607998
18353,48.458401
18354,38.283600
18355,23.535000
18356,-28.574999
18357,63.118996
18358,-22.961399
18359,-13.166999
18360,15.276000
18361,9.246000
18362,-5.313000
18363,1.339800
18364,-4.289100
18365,-17.205700
18366,-5.967900
18367,2.701800
18368,1.611600
18369,4.987800
18370,-48.264297
18371,-67.708199
18372,50.283802
18373,26.314699
18374,6.569700
18375,16.268702
18376,68.008507
18377,14.535000
18378,-3.496000
18379,5.612000
18380,7.289500
18381,8.675700
18382,27.624302
18383,-31.277102
18384,20.139002
18385,-38.660999
18386,88.525803
18387,14.361600
18388,6.592000
18389,-10.712000
18390,5.116800
18391,-26.691002
18392,86.800003
18393,43.279999
18394,55.181999
18395,87.515999
18396,-59.373600
18397,-8.304001
18398,0.552000
18399,4.503400
18400,10.573200
18401,1.533600
18402,7.923600
18403,-16.070400
18404,12.182401
18405,17.639101
18406,-27.396902
18407,22.863600
18408,0.139200
18409,0.309200
18410,-37.645100
18411,-56.735497
18412,76.074501
18413,-26.773001
18414,-0.738000
18415,0.178200
18416,-7.553700
18417,-64.320900
18418,31.106701
18419,39.962700
18420,93.354599
18421,-14.050600
18422,6.797100
18423,-45.286198
18424,-68.526596
18425,-70.798203
18426,-4.824600
18427,-3.607700
18428,12.752800
18429,-8.481600
18430,30.076199
18431,-12.828200
18432,-14.494201
18433,8.647799
18434,-15.208200
18435,-59.012104
18436,-39.837303
18437,4.771800
18438,0.250800
18439,2.599200
18440,24.624001
18441,-3.384000
18442,-0.893000
18443,-2.983000
18444,11.335400
18445,-37.580097
18446,-41.327702
18447,4.803700
18448,-0.133100
18449,-0.165000
18450,-9.420000
18451,13.627601
18452,-11.609500
18453,-26.054499
18454,-1.363600
18455,0.775600
18456,16.869301
18457,52.800301
18458,76.989601
18459,25.574402
18460,-25.459202
18461,39.337997
18462,5.162000
18463,8.085199
18464,-36.174301
18465,42.713699
18466,-37.199596
18467,44.657600
18468,-66.097198
18469,-0.133800
18470,-0.043800
18471,0.503700
18472,0.416300
18473,-9.249100
18474,-18.191601
18475,31.470400
18476,34.652802
18477,-16.032801
18478,-36.114700
18479,38.322201
18480,37.757999
18481,9.483000
18482,6.605400
18483,26.906401
18484,-22.732800
18485,10.905601
18486,6.432600
18487,12.472600
18488,-2.395400
18489,3.277000
18490,13.786000
18491,-6.905200
18492,-15.140499
18493,-20.008999
18494,-31.303801
18495,-45.449097
18496,-42.191097
18497,20.823601
18498,6.887600
18499,2.467200
18500,8.332800
18501,51.819599
18502,-48.237598
18503,-66.094398
18504,82.290810
18505,102.109001
18506,105.559990
18507,22.047998
18508,-1.081200
18509,2.397000
18510,-35.531998
18511,85.050003
18512,116.662498
18513,-12.547700
18514,-9.377501
18515,-14.880000
18516,-14.380799
18517,-40.595798
18518,-53.820602
18519,37.833302
18520,32.651699
18521,6.341800
18522,-1.443000
18523,7.527000
18524,-42.961800
18525,55.316097
18526,-38.964798
18527,-79.497604
18528,-48.773399
18529,7.888400
18530,-16.547600
18531,-77.693001
18532,-88.011002
18533,82.295998
18534,69.479996
18535,-23.256500
18536,-12.435600
18537,-36.274799
18538,-12.161901
18539,17.092400
18540,56.414803
18541,59.212700
18542,38.368999
18543,-17.686001
18544,40.104202
18545,53.947701
18546,-23.919600
18547,-5.989200
18548,-2.125200
18549,0.752400
18550,3.095100
18551,-40.127697
18552,3.177700
18553,-2.425200
18554,19.401600
18555,-26.763201
18556,-73.209801
18557,92.500298
18558,-6.094600
18559,0.849400
18560,0.328800
18561,0.043200
18562,-1.542600
18563,80.043800
18564,-12.328801
18565,-6.124800
18566,34.057598
18567,0.954200
18568,0.295100
18569,1.634400
18570,-6.530400
18571,-92.604698
18572,93.115196
18573,-46.511997
18574,40.391998
18575,-5.940000
18576,-7.177500
18577,41.533802
18578,42.575405
18579,36.100803
18580,-21.123199
18581,14.464799
18582,2.797200
18583,-0.432900
18584,2.180100
18585,-18.950102
18586,-8.169901
18587,-22.003302
18588,-69.388000
18589,73.947998
18590,93.602592
18591,95.141800
18592,-50.340103
18593,14.608300
18594,-0.574000
18595,-1.730000
18596,46.796497
18597,-51.503201
18598,-77.397606
18599,-10.812901
18600,-10.307500
18601,15.112500
18602,4.875000
18603,-19.150000
18604,-56.913799
18605,-46.140301
18606,9.252900
18607,-5.066000
18608,-14.178000
18609,-26.187601
18610,-35.858803
18611,35.687500
18612,-7.125000
18613,-2.371200
18614,-11.273600
18615,-37.885799
18616,-32.852997
18617,36.894997
18618,-76.066498
18619,-13.081500
18620,4.063500
18621,-10.866099
18622,13.537499
18623,-20.137499
18624,28.729500
18625,-32.848999
18626,24.007401
18627,11.065300
18628,8.405100
18629,-21.710701
18630,40.789799
18631,35.879398
18632,-11.509700
18633,8.037100
18634,39.377300
18635,37.798702
18636,49.651203
18637,-23.846399
18638,-2.173500
18639,11.738999
18640,-76.806602
18641,-23.220600
18642,23.051601
18643,-16.777201
18644,-5.707200
18645,13.548800
18646,19.388800
18647,30.776402
18648,76.014000
18649,-20.417999
18650,2.490000
18651,-7.050000
18652,44.203503
18653,-49.219498
18654,-19.468000
18655,13.416800
18656,-22.505598
18657,35.692799
18658,-7.807800
18659,7.971601
18660,-72.270004
18661,57.832500
18662,16.894102
18663,13.978001
18664,-2.900000
18665,5.340000
18666,-9.825601
18667,8.059200
18668,-94.870804
18669,-41.045700
18670,-6.253500
18671,13.942499
18672,71.655998
18673,-57.918396
18674,-48.697899
18675,-22.245600
18676,-17.347198
18677,-41.366402
18678,14.731200
18679,-0.930600
18680,-2.758900
18681,-2.230600
18682,0.820800
18683,6.955200
18684,-18.611601
18685,-40.460003
18686,-24.220001
18687,-11.556400
18688,20.674601
18689,52.676903
18690,7.148400
18691,3.494400
18692,-10.358399
18693,25.198799
18694,102.515602
18695,80.128296
18696,48.092800
18697,0.425600
18698,0.292600
18699,36.658600
18700,-42.709900
18701,40.421001
18702,-86.153999
18703,-52.315201
18704,-32.860798
18705,37.685600
18706,47.222603
18707,42.402302
18708,-3.736800
18709,-2.016000
18710,-7.672000
18711,13.617800
18712,-29.372698
18713,2.659500
18714,-0.913500
18715,10.962000
18716,-50.543999
18717,86.392792
18718,-70.701797
18719,3.217200
18720,1.806000
18721,16.727001
18722,16.454700
18723,-21.742199
18724,-39.526600
18725,-49.292900
18726,60.253998
18727,-64.577995
18728,-12.228600
18729,-11.178400
18730,-18.274801
18731,6.751200
18732,3.155200
18733,10.961600
18734,-14.508000
18735,-21.383999
18736,-21.859201
18737,-22.080000
18738,42.239998
18739,27.491199
18740,76.459900
18741,-48.656300
18742,-41.002499
18743,21.697500
18744,2.130300
18745,-3.207600
18746,-33.184799
18747,-15.419201
18748,-8.592800
18749,18.306400
18750,-29.282400
18751,-10.383300
18752,1.876500
18753,8.370000
18754,-8.432000
18755,-4.841600
18756,2.136000
18757,-2.424000
18758,-45.530800
18759,-87.906006
18760,-6.396000
18761,5.535000
18762,64.260002
18763,62.451202
18764,-42.443199
18765,-36.749599
18766,-24.764799
18767,-25.549601
18768,20.334200
18769,-18.460402
18770,31.281601
18771,-5.350800
18772,-5.105100
18773,-54.641399
18774,-82.108200
18775,10.959000
18776,-13.507000
18777,87.483803
18778,60.034603
18779,72.725998
18780,29.886000
18781,-13.097099
18782,-15.600299
18783,-30.467699
18784,57.617996
18785,22.241999
18786,-29.015697
18787,57.342598
18788,9.590400
18789,14.500800
18790,-19.938601
18791,-14.196600
18792,62.522404
18793,59.732002
18794,52.881996
18795,-77.817596
18796,-85.780800
18797,74.207207
18798,67.841606
18799,-64.262802
18800,76.570206
18801,52.004704
18802,-36.296700
18803,37.073097
18804,-41.427898
18805,-27.980099
18806,-18.885599
18807,44.652000
18808,-52.612499
18809,-52.037502
18810,-31.584501
18811,16.542599
18812,31.331400
18813,-41.312500
18814,25.875000
18815,43.138798
18816,-59.393997
18817,-37.278000
18818,15.042000
18819,-2.760000
18820,-0.000000
18821,0.000000
18822,-26.696800
18823,-26.938400
18824,-17.661600
18825,-14.295600
18826,56.315998
18827,64.116005
18828,48.087002
18829,45.630001
18830,73.007996
18831,44.928001
18832,4.176000
18833,-2.140200
18834,-5.215200
18835,12.211200
18836,26.784002
18837,-23.528999
18838,-12.903000
18839,6.834000
18840,30.659199
18841,-85.456795
18842,-20.467800
18843,-17.097599
18844,-70.823997
18845,14.641500
18846,12.048600
18847,-66.033806
18848,16.897301
18849,-16.706100
18850,82.621796
18851,-48.343800
18852,-34.233299
18853,69.303596
18854,85.201195
18855,-72.544502
18856,50.337002
18857,-48.409199
18858,-51.324604
18859,10.673700
18860,11.491499
18861,7.987000
18862,-9.809800
18863,83.283195
18864,21.216000
18865,0.331500
18866,0.618800
18867,-38.127602
18868,17.061302
18869,-20.448002
18870,-63.360001
18871,38.346001
18872,-58.506699
18873,88.213203
18874,21.024002
18875,-20.544003
18876,-74.900002
18877,2.275000
18878,0.473200
18879,-6.552000
18880,-11.556000
18881,-2.375400
18882,-6.393600
18883,-11.491200
18884,0.970900
18885,-4.876400
18886,63.326397
18887,-67.971596
18888,-2.366100
18889,-1.910700
18890,42.556499
18891,-22.049999
18892,8.790000
18893,-25.725399
18894,3.599800
18895,2.226300
18896,18.462000
18897,-12.070001
18898,20.376999
18899,14.981399
18900,-4.776300
18901,10.614000
18902,-3.712000
18903,4.633600
18904,-70.010796
18905,40.710701
18906,10.061900
18907,-13.957601
18908,-31.068802
18909,-27.025600
18910,13.411201
18911,-20.644802
18912,-71.318398
18913,83.812798
18914,-67.454597
18915,56.004204
18916,3.204600
18917,2.616600
18918,41.367199
18919,-51.194401
18920,-29.529299
18921,-11.796399
18922,18.911200
18923,-33.892799
18924,-20.479200
18925,6.937700
18926,-10.041900
18927,51.337200
18928,33.077602
18929,37.541000
18930,-4.991000
18931,-0.749800
18932,-12.828100
18933,-48.164398
18934,9.180000
18935,5.385000
18936,-11.954700
18937,8.491500
18938,3.621000
18939,7.511800
18940,-57.872597
18941,125.700592
18942,-41.249100
18943,8.723700
18944,9.744301
18945,-26.867001
18946,36.983997
18947,39.247200
18948,-48.063602
18949,-68.681602
18950,88.696793
18951,-63.554398
18952,48.048000
18953,-16.896000
18954,-2.508800
18955,-3.508400
18956,38.986202
18957,14.265900
18958,-2.489000
18959,-13.319000
18960,-41.849701
18961,-69.789291
18962,65.463997
18963,55.943996
18964,7.392600
18965,-2.782400
18966,-33.313599
18967,-54.045998
18968,-60.633995
18969,-77.631393
18970,-26.475901
18971,-26.645401
18972,11.947200
18973,-10.716001
18974,-43.428001
18975,-7.145600
18976,-7.134000
18977,-14.575500
18978,13.817100
18979,-32.647999
18980,43.007999
18981,34.867199
18982,8.535200
18983,-17.916399
18984,-67.662994
18985,-67.378998
18986,52.764397
18987,-7.672800
18988,4.457400
18989,-4.715800
18990,3.942000
18991,-22.707001
18992,-20.436300
18993,-3.645000
18994,3.045000
18995,-5.521600
18996,17.380800
18997,-50.225399
18998,-66.102600
18999,86.791199
19000,-3.715200
19001,-0.291600
19002,4.171500
19003,-2.523500
19004,-4.664800
19005,-91.296806
19006,4.986800
19007,1.014000
19008,4.992000
19009,-7.756800
19010,-1.575600
19011,2.371200
19012,-9.348000
19013,7.728500
19014,27.822599
19015,-36.383400
19016,9.169800
19017,7.979400
19018,-32.003399
19019,-79.076004
19020,-12.190001
19021,-8.038500
19022,37.815899
19023,-45.660397
19024,61.021198
19025,15.110700
19026,-13.689500
19027,56.919498
19028,8.255500
19029,-0.950000
19030,-1.710000
19031,15.800400
19032,-65.603996
19033,48.777000
19034,23.426701
19035,3.614600
19036,-3.445000
19037,-4.712500
19038,-8.482500
19039,6.786000
19040,10.683599
19041,-45.313202
19042,-55.891201
19043,-80.883194
19044,-15.877600
19045,-16.970301
19046,0.228300
19047,-0.225000
19048,31.725000
19049,42.003902
19050,104.066399
19051,-56.172798
19052,10.452001
19053,2.067000
19054,-0.190800
19055,1.200600
19056,15.741199
19057,-9.038799
19058,-2.527800
19059,1.478400
19060,1.926400
19061,-0.378400
19062,3.106400
19063,24.215799
19064,13.617101
19065,16.554901
19066,32.943001
19067,-69.362000
19068,-26.252199
19069,-29.331902
19070,109.773903
19071,-46.102798
19072,32.671597
19073,-45.756100
19074,-31.273401
19075,-20.596001
19076,-17.746000
19077,-49.642101
19078,113.209496
19079,55.805996
19080,-11.003999
19081,-18.753000
19082,-55.098103
19083,34.551998
19084,37.127998
19085,1.723800
19086,-1.586000
19087,52.337997
19088,66.409195
19089,42.647400
19090,42.592300
19091,51.095303
19092,23.994301
19093,9.801001
19094,20.412001
19095,-43.318798
19096,-51.226196
19097,38.442001
19098,10.836000
19099,16.430399
19100,-1.108400
19101,-0.731000
19102,-14.620001
19103,11.900001
19104,-28.559999
19105,-49.612797
19106,-55.571201
19107,14.989600
19108,5.198800
19109,-0.729100
19110,-0.593400
19111,-9.287999
19112,8.351999
19113,13.943200
19114,3.365600
19115,-1.159200
19116,17.719200
19117,51.445606
19118,-6.911500
19119,-3.852500
19120,5.360000
19121,10.368000
19122,15.228000
19123,4.253500
19124,-16.579599
19125,65.585594
19126,6.658800
19127,3.496800
19128,-7.933599
19129,14.580099
19130,2.003900
19131,-0.020300
19132,0.623000
19133,50.907997
19134,37.751999
19135,-31.086000
19136,27.035398
19137,-25.255999
19138,-23.056000
19139,10.060800
19140,5.529600
19141,-0.691200
19142,-1.149600
19143,-46.223499
19144,100.552994
19145,115.557800
19146,53.675602
19147,-4.162400
19148,-1.358800
19149,-8.532001
19150,27.972000
19151,41.647198
19152,60.862801
19153,-71.687904
19154,93.847702
19155,13.180300
19156,6.743101
19157,-26.566799
19158,-42.863201
19159,-58.078003
19160,-23.004000
19161,-8.650801
19162,-30.731701
19163,-85.519302
19164,5.869700
19165,1.975000
19166,8.575000
19167,-25.244801
19168,-25.686401
19169,-9.283401
19170,-9.177000
19171,-32.671501
19172,-17.898300
19173,1.549800
19174,-2.820800
19175,-22.979200
19176,-68.937599
19177,-78.844795
19178,-7.640000
19179,-4.030000
19180,31.353403
19181,-34.932198
19182,-7.722800
19183,-17.939600
19184,9.074100
19185,0.948300
19186,-6.779800
19187,-13.746200
19188,4.420000
19189,-9.620000
19190,-1.346800
19191,-0.299600
19192,3.905500
19193,0.365000
19194,-0.031000
19195,0.979600
19196,-26.133202
19197,9.345100
19198,-2.395600
19199,-3.688800
19200,-18.409201
19201,53.958000
19202,32.894997
19203,-16.318499
19204,-8.197200
19205,-7.484400
19206,14.506800
19207,-37.366001
19208,-19.099499
19209,-22.116899
19210,14.468999
19211,12.935999
19212,59.136002
19213,-27.455999
19214,-17.074200
19215,-22.506899
19216,-5.278000
19217,-2.464000
19218,-8.976000
19219,-43.808998
19220,-77.309998
19221,-47.070000
19222,28.817301
19223,6.391600
19224,2.633200
19225,-7.945000
19226,16.764999
19227,-22.800402
19228,7.758801
19229,-14.637400
19230,30.352400
19231,-7.402200
19232,0.481800
19233,-1.592800
19234,43.077999
19235,-9.995999
19236,-12.045600
19237,55.137302
19238,68.902397
19239,-87.987198
19240,39.771000
19241,-12.150001
19242,-22.740000
19243,9.550799
19244,11.075399
19245,24.436199
19246,-9.868999
19247,16.755999
19248,13.357599
19249,5.631700
19250,-18.128899
19251,84.996300
19252,-58.499100
19253,-57.245102
19254,7.577900
19255,-0.589300
19256,-0.795200
19257,-2.072000
19258,-9.879001
19259,-17.034601
19260,6.188600
19261,-4.190400
19262,18.748802
19263,-58.156002
19264,-11.792000
19265,8.025599
19266,-33.607201
19267,-7.370000
19268,4.630000
19269,37.966000
19270,-22.222000
19271,-2.059600
19272,-3.412400
19273,-2.020500
19274,-3.042000
19275,-46.103203
19276,-33.758999
19277,-0.792000
19278,-1.128000
19279,11.421000
19280,6.998400
19281,15.768001
19282,-42.303501
19283,93.647202
19284,-33.451199
19285,-37.052998
19286,64.797997
19287,-19.186001
19288,3.551000
19289,-1.782200
19290,13.951700
19291,91.053200
19292,42.011204
19293,-25.748802
19294,35.697201
19295,-31.134399
19296,47.142399
19297,-57.911999
19298,-42.237000
19299,29.047199
19300,-10.897600
19301,6.032600
19302,-4.318300
19303,8.278399
19304,-35.360001
19305,40.715000
19306,-51.396698
19307,18.348299
19308,-13.765501
19309,-85.571503
19310,-18.389900
19311,3.200500
19312,-10.785500
19313,-21.454401
19314,14.756801
19315,-15.398400
19316,-7.795200
19317,-16.625698
19318,-22.112999
19319,-22.302002
19320,36.426601
19321,-28.929598
19322,-13.907199
19323,15.285199
19324,2.884000
19325,-0.056000
19326,-0.117600
19327,-2.562000
19328,21.959999
19329,20.087999
19330,-21.455099
19331,39.295902
19332,34.952400
19333,2.530800
19334,-2.453100
19335,-57.216900
19336,-24.164000
19337,-12.068000
19338,30.988899
19339,60.539803
19340,-53.803799
19341,-7.284600
19342,-1.778400
19343,14.071200
19344,84.697807
19345,-82.162506
19346,63.525002
19347,50.094002
19348,-55.476002
19349,-12.622801
19350,-8.132600
19351,19.735800
19352,3.352800
19353,6.116000
19354,-20.294001
19355,-27.856800
19356,53.519402
19357,-0.897600
19358,-1.140800
19359,-15.115600
19360,17.299198
19361,-3.427200
19362,2.583000
19363,59.716499
19364,-7.865100
19365,4.779000
19366,-55.223999
19367,59.155201
19368,71.163200
19369,-19.254601
19370,1.094400
19371,0.192000
19372,1.473000
19373,-51.849602
19374,102.537605
19375,-39.131302
19376,14.951301
19377,-17.956400
19378,-4.694800
19379,-1.784800
19380,-0.496800
19381,-1.530900
19382,33.169498
19383,24.862499
19384,25.542501
19385,65.028198
19386,-64.595398
19387,40.297497
19388,45.157501
19389,-78.139206
19390,-13.432000
19391,2.553000
19392,10.767000
19393,-10.573000
19394,7.869800
19395,17.219700
19396,16.981199
19397,19.366400
19398,-16.102400
19399,-33.240799
19400,88.829292
19401,69.924400
19402,9.989201
19403,-0.474600
19404,0.214200
19405,1.489200
19406,0.730000
19407,-1.502500
19408,69.655907
19409,-76.609901
19410,14.475901
19411,17.476200
19412,-41.575802
19413,-5.991500
19414,-1.196000
19415,9.432799
19416,94.962898
19417,-1.256400
19418,-0.774000
19419,40.764000
19420,-40.574402
19421,39.675598
19422,40.726200
19423,55.421902
19424,4.541400
19425,-1.404000
19426,13.650000
19427,-24.517500
19428,0.000000
19429,-0.000000
19430,-38.669399
19431,-65.118599
19432,-16.337999
19433,11.108999
19434,-7.776300
19435,-1.043700
19436,2.712200
19437,-8.404000
19438,-7.788000
19439,22.549799
19440,-20.957300
19441,-9.442300
19442,13.603799
19443,-21.756599
19444,17.809200
19445,-20.952002
19446,8.964000
19447,-9.296000
19448,28.448000
19449,36.677597
19450,24.259199
19451,8.366400
19452,21.463800
19453,-37.324600
19454,-5.282600
19455,-0.707600
19456,0.962800
19457,-12.450000
19458,21.224998
19459,22.328699
19460,-51.363899
19461,40.101601
19462,-38.746399
19463,-70.133499
19464,27.094500
19465,13.462200
19466,28.254000
19467,9.894000
19468,13.909801
19469,-5.951100
19470,-3.585600
19471,-18.964800
19472,-41.968399
19473,-69.788002
19474,-83.366005
19475,97.983597
19476,-52.080601
19477,2.852900
19478,-1.762500
19479,29.887499
19480,67.824699
19481,28.593599
19482,-15.187200
19483,28.204800
19484,-53.851200
19485,22.783201
19486,-8.870400
19487,-26.779198
19488,31.879999
19489,27.000000
19490,8.910001
19491,0.739200
19492,0.308000
19493,-3.135000
19494,25.991999
19495,-10.716000
